Claim,Source,Truth,Sentence_len,Type,Word_avg_len,NN_ratio,NNS_ratio,NNP_ratio,NNPS_ratio,PRP_ratio,PRP$_ratio,WP_ratio,WP$_ratio,Noun_ratio,VB_ratio,VBD_ratio,VBG_ratio,VBN_ratio,VBP_ratio,VBZ_ratio,Verb_ratio,JJ_ratio,JJR_ratio,JJS_ratio,Adj_ratio,RB_ratio,RBR_ratio,RBS_ratio,WRB_ratio,Adv_ratio,CC_ratio,CD_ratio,DT_ratio,EX_ratio,FW_ratio,IN_ratio,LS_ratio,MD_ratio,PDT_ratio,POS_ratio,RP_ratio,SYM_ratio,TO_ratio,UH_ratio,WDT_ratio,Function_ratio,Content_ratio
Nature of the crisis: Why Mumbai is running out of beds for critical Covid patients,COVID Fake News Dataset,TRUE,15,14,4.6,13.33333333,13.33333333,13.33333333,0,0,0,0,0,39.99999999,0,0,6.666666667,0,0,6.666666667,13.33333333,6.666666667,0,0,6.666666667,6.666666667,0,0,6.666666667,13.33333333,0,0,6.666666667,0,0,20,0,0,0,0,0,0,0,0,0,26.66666667,73.33333333
How to disinfect shoes: Tips for COVID-19 prevention,CoAID,TRUE,8,8,5.625,12.5,25,12.5,0,0,0,0,0,50,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,25,75
CDC Drops Mandatory 14-Day Travel Quarantine,CoAID,TRUE,6,6,6.5,0,0,83.33333333,0,0,0,0,0,83.33333333,0,0,0,0,0,0,0,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Stress and Coping,CoAID,TRUE,3,3,5,33.33333333,0,0,0,0,0,0,0,33.33333333,0,0,33.33333333,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
3 possible futures for the pandemic (and a scary projection),ReCOVery,TRUE,10,10,5.1,20,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,10,10,20,0,0,10,0,0,0,0,0,0,0,0,0,50,50
Poison Control Centers Report Rise in Accidents,CoAID,TRUE,7,7,5.857142857,0,14.28571429,71.42857143,0,0,0,0,0,85.71428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
"Chicago blues: Artists, clubs had it bad even before fest was canceled",ReCOVery,TRUE,12,12,5.083333333,8.333333333,25,8.333333333,0,8.333333333,0,0,0,50,0,16.66666667,0,8.333333333,0,0,25,8.333333333,0,0,8.333333333,8.333333333,0,0,0,8.333333333,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,8.333333333,91.66666667
"With Over 1,200 Cases, Kerala's COVID-19 Tally Crosses 38,000-Mark",COVID Fake News Dataset,TRUE,9,9,6.666666667,0,11.11111111,33.33333333,0,0,0,0,0,44.44444444,0,0,0,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,22.22222222,0,0,0,11.11111111,0,0,0,0,0,55.55555555,55.55555555
COVID-19 Recovery at Home Possible for Most Patients,CoAID,TRUE,8,8,5.625,0,12.5,37.5,0,0,0,0,0,50,0,0,0,0,0,0,0,12.5,0,12.5,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,75
COVID-19 Fears Tied to Dangerous Drop in Child Vaccinations,CoAID,TRUE,9,9,5.666666667,0,11.11111111,55.55555556,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,11.11111111,0,0,22.22222222,77.77777778
"In a first, Manhattan's district attorney drops high-profile tainted case over coronavirus concerns",ReCOVery,TRUE,13,13,6.846153846,38.46153846,7.692307692,7.692307692,0,0,0,0,0,53.84615384,0,0,0,0,0,7.692307692,7.692307692,15.38461538,0,0,15.38461538,0,0,0,0,0,0,0,7.692307692,0,0,15.38461538,0,0,0,7.692307692,0,0,0,0,0,30.76923076,76.92307692
"Chicago outdoors & coronavirus: Heidecke, Silver Springs, North Point, Illinois Beach SP, Hennepin-Hopper",ReCOVery,TRUE,13,13,7.307692308,7.692307692,7.692307692,76.92307692,0,0,0,0,0,92.3076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,92.3076923
"COVID-19 Daily: A Hospitalist's Advice, Fighting an 'Infodemic'",CoAID,TRUE,8,8,7.25,0,0,25,0,0,0,0,0,25,0,0,12.5,0,0,0,12.5,37.5,0,0,37.5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,0,37.5,75
Why social distancing is key in containing the new coronavirus,CoAID,TRUE,10,10,5.3,20,0,0,0,0,0,0,0,20,0,0,10,0,0,10,20,30,0,0,30,0,0,0,10,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,80
"Increases in Health-Related Workplace Absenteeism Among Workers in Essential Critical Infrastructure Occupations During the COVID-19 Pandemic - United States, March-April 2020",CoAID,TRUE,21,20,7.476190476,0,4.761904762,42.85714286,9.523809524,0,0,0,0,57.14285715,0,0,0,0,0,0,0,9.523809524,0,0,9.523809524,0,0,0,0,0,0,4.761904762,4.761904762,0,0,19.04761905,0,0,0,0,0,0,0,0,0,28.57142857,66.66666667
A Wuhan Doctor on the Front Lines: 'Fear to the First Degree',CoAID,TRUE,12,11,4.166666667,0,0,41.66666667,8.333333333,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,25,0,0,8.333333333,0,0,0,8.333333333,0,0,8.333333333,0,0,58.33333333,50
What School Nutrition Professionals and Volunteers at Schools Need to Know about COVID-19,CoAID,TRUE,13,13,5.923076923,0,0,53.84615385,0,0,0,7.692307692,0,61.53846154,7.692307692,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,15.38461538,0,0,0,0,0,0,7.692307692,0,0,30.76923076,69.23076923
Contracting the new coronavirus may protect against future reinfection,CoAID,TRUE,9,9,6.888888889,22.22222222,0,0,0,0,0,0,0,22.22222222,11.11111111,0,11.11111111,0,0,0,22.22222222,22.22222222,0,0,22.22222222,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,33.33333333,66.66666666
How Brazil went from carnival floats to mass graves. Photos show what it's like in the world's latest coronavirus hotspot.,ReCOVery,TRUE,20,20,5.15,20,10,10,0,5,0,5,0,50,5,5,0,0,5,5,20,0,0,5,5,0,0,0,5,5,0,0,5,0,0,15,0,0,0,5,0,0,5,0,0,30,80
Considerations for Outdoor Learning Gardens and Community Gardens,CoAID,TRUE,8,7,7.25,0,12.5,50,12.5,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,75
"Notre Dame, Michigan State Go to On-line Classes",CoAID,TRUE,8,8,5.375,0,0,87.5,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,87.5
Multistate Assessment of SARS-CoV-2 Seroprevalence in Blood Donors,CoAID,TRUE,8,8,7.375,0,12.5,62.5,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,75
Trump's Twitter meltdowns are the lesser of two evils,ReCOVery,TRUE,9,9,5,0,22.22222222,22.22222222,0,0,0,0,0,44.44444444,0,0,0,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,0,0,0,0,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,11.11111111,0,0,0,0,0,44.44444444,66.66666666
An American couple is stuck in Kuwait under 24-hour curfew and isn't allowed to grocery shop. The US embassy hasn't been helpful.,ReCOVery,TRUE,22,22,4.909090909,18.18181818,0,9.090909091,0,0,0,0,0,27.27272727,4.545454545,0,0,13.63636364,0,13.63636364,31.81818183,13.63636364,0,0,13.63636364,9.090909091,0,0,0,9.090909091,4.545454545,0,9.090909091,0,0,9.090909091,0,0,0,0,0,0,4.545454545,0,0,27.27272727,81.81818183
Mass Transit Decision Tool,CoAID,TRUE,4,4,5.75,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Lime is yanking its electric scooters from California and Washington due to coronavirus,ReCOVery,TRUE,13,13,5.769230769,0,7.692307692,23.07692308,0,0,7.692307692,0,0,38.46153846,7.692307692,0,7.692307692,0,0,7.692307692,23.07692308,15.38461538,0,0,15.38461538,0,0,0,0,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,0,0,7.692307692,0,0,23.07692308,76.92307692
Baseball Great Seaver Dies of COVID Complications,CoAID,TRUE,7,7,6.142857143,0,0,71.42857143,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,28.57142858,71.42857143
Researchers Publish Striking Images of SARS-CoV-2 Infected Cells,CoAID,TRUE,8,8,7.125,0,12.5,62.5,0,0,0,0,0,75,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
Coronavirus has made the 2020 election a perfect storm for voting rights lawsuits,ReCOVery,TRUE,13,13,5.307692308,23.07692308,15.38461538,0,0,0,0,0,0,38.46153846,0,0,7.692307692,7.692307692,0,7.692307692,23.07692308,7.692307692,0,0,7.692307692,0,0,0,0,0,0,7.692307692,15.38461538,0,0,7.692307692,0,0,0,0,0,0,0,0,0,30.76923076,69.23076923
"INCB, WHO and UNODC statement on access to internationally controlled medicines during COVID-19 pandemic",CoAID,TRUE,14,14,6.642857143,21.42857143,7.142857143,21.42857143,0,0,0,0,0,50,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,7.142857143,0,0,0,7.142857143,7.142857143,0,0,0,0,14.28571429,0,0,0,0,0,0,7.142857143,0,0,28.57142858,71.42857144
New antivirals kill SARS-CoV-2,CoAID,TRUE,4,4,6.75,0,25,50,0,0,0,0,0,75,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Coronavirus: Bollywood actress Aishwarya Rai Bachchan in hospital,COVID Fake News Dataset,TRUE,8,8,7.25,37.5,0,50,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
"'Never in my lifetime': Louis Borders has founded 2 multi-million-dollar companies over the last 50 years, but he says the downturn has created a completely new world for startups",ReCOVery,TRUE,29,27,5.275862069,10.34482759,10.34482759,6.896551724,0,3.448275862,3.448275862,0,0,34.48275863,0,0,0,6.896551724,0,10.34482759,17.24137931,10.34482759,0,0,10.34482759,6.896551724,0,0,0,6.896551724,3.448275862,6.896551724,10.34482759,0,0,10.34482759,0,0,0,0,0,0,0,0,0,31.03448277,68.96551726
COVID-19 Antibody Testing Brings Cautious Hope,CoAID,TRUE,6,6,6.833333333,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U.S. Army Forces In South Korea And Italy Told To Stay Put As Coronavirus Spreads,ReCOVery,TRUE,15,15,4.466666667,0,6.666666667,66.66666667,0,0,0,0,0,73.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,13.33333333,0,0,0,0,0,0,6.666666667,0,0,26.66666666,73.33333334
Trending Clinical Topic: PPE,CoAID,TRUE,4,4,6.25,50,0,0,0,0,0,0,0,50,0,0,25,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Google Meet Hits 50 Million Download Mark on Google Play Store Amid Coronavirus Pandemic, Data Reveals",COVID Fake News Dataset,TRUE,16,16,5.5625,0,0,81.25,0,0,0,0,0,81.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,87.5
New Pathogenic Mechanism for Influenza NS1 Protein Found,CoAID,TRUE,8,8,6.125,0,0,75,0,0,0,0,0,75,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,87.5
"Shortages Looming for Respirators, Masks, Gowns",CoAID,TRUE,6,6,7.333333333,0,16.66666667,50,0,0,0,0,0,66.66666667,0,0,16.66666667,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333334
Charts show how new coronavirus cases are progressing daily in 20 states as a majority of the US starts to reopen,ReCOVery,TRUE,21,21,4.428571429,9.523809524,14.28571429,4.761904762,0,0,0,0,0,28.57142858,4.761904762,0,4.761904762,0,9.523809524,4.761904762,23.80952381,4.761904762,0,0,4.761904762,4.761904762,0,0,4.761904762,9.523809524,0,4.761904762,9.523809524,0,0,14.28571429,0,0,0,0,0,0,4.761904762,0,0,33.33333334,66.66666667
"Hotels, resorts announce new cleaning programs amid coronavirus. Here's what they look like.",ReCOVery,TRUE,13,13,6.307692308,15.38461538,23.07692308,0,0,7.692307692,0,7.692307692,0,53.84615384,0,0,0,0,15.38461538,7.692307692,23.07692307,7.692307692,0,0,7.692307692,7.692307692,0,0,0,7.692307692,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,15.38461538,92.3076923
FDA Oks COVID Test Using Gene-Editing Technology,CoAID,TRUE,7,7,6,0,0,85.71428571,0,0,0,0,0,85.71428571,0,0,14.28571429,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Closing schools has only a minor role in suppressing COVID-19,CoAID,TRUE,10,10,5.2,20,10,0,0,0,0,0,0,30,0,0,10,0,0,10,20,20,0,0,20,10,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,80
NIH-funded study to investigate pregnancy outcomes resulting from COVID-19 pandemic,CoAID,TRUE,10,10,7.4,30,10,10,0,0,0,0,0,50,10,0,10,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,20,80
Remdesivir Prevents MERS Coronavirus Disease in Monkeys,CoAID,TRUE,7,7,7,0,0,85.71428571,0,0,0,0,0,85.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428571
What Maritime Pilots Need to Know about COVID-19,CoAID,TRUE,8,8,5.125,0,0,37.5,12.5,0,0,12.5,0,62.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,25,75
Information for Pediatric Healthcare Providers,CoAID,TRUE,5,5,8.4,20,0,60,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
Strategies for Optimizing the Supply of Eye Protection,CoAID,TRUE,8,8,5.875,12.5,12.5,25,0,0,0,0,0,50,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,37.5,62.5
New York City doctor finds balance between family and coronavirus frontlines,ReCOVery,TRUE,11,11,6,36.36363636,9.090909091,27.27272727,0,0,0,0,0,72.72727272,0,0,0,0,0,9.090909091,9.090909091,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,18.18181818,81.81818181
Testing demand keeps CDC lab fellow on the go,CoAID,TRUE,9,9,4.111111111,44.44444444,0,11.11111111,0,0,0,0,0,55.55555555,0,0,11.11111111,0,0,11.11111111,22.22222222,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,22.22222222,77.77777777
People should NOT wear masks while exercising ,CoAID,TRUE,8,8,4.875,0,25,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,25,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,25,62.5
Protecting Seafood Processing Workers from COVID-19,CoAID,TRUE,6,6,7.666666667,0,16.66666667,33.33333333,0,0,0,0,0,50,0,0,33.33333333,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333333
"Antiseptic From the 1950s May Be Effective in Fighting Coronavirus, Flu, HPV",CoAID,TRUE,12,12,5.583333333,0,0,58.33333333,0,0,0,0,0,58.33333333,0,0,0,0,0,0,0,8.333333333,0,0,8.333333333,0,0,0,0,0,0,8.333333333,8.333333333,0,0,16.66666667,0,0,0,0,0,0,0,0,0,33.33333334,66.66666666
"COVID-19 Can Be Transmitted in the Womb, Reports Pediatric Infectious Disease Journal",CoAID,TRUE,12,12,6.333333333,0,0,50,0,0,0,0,0,50,8.333333333,0,0,8.333333333,0,0,16.66666667,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,8.333333333,0,0,8.333333333,0,8.333333333,0,0,0,0,0,0,0,25,75
States Tighten Restrictions as Coronavirus Rages,CoAID,TRUE,6,6,7.166666667,0,16.66666667,66.66666667,0,0,0,0,0,83.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333334
No Benefit Found in Using Broad-Spectrum Antibiotics as Initial Pneumonia Treatment,CoAID,TRUE,11,11,6.636363636,0,9.090909091,45.45454545,0,0,0,0,0,54.54545454,0,0,9.090909091,0,0,0,9.090909091,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,9.090909091,0,0,18.18181818,0,0,0,0,0,0,0,0,0,27.27272727,72.72727272
SARS-CoV-2 Testing Strategy: Considerations for Non-Healthcare Workplaces,CoAID,TRUE,7,7,9.571428571,14.28571429,28.57142857,28.57142857,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
People with Asthma and COVID-19,CoAID,TRUE,5,5,5.4,0,20,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,40,60
"Consensus Statement on Chest Imaging in Patients with COVID-19 (Fleischner Society, 2020)",CoAID,TRUE,12,12,6.666666667,0,0,58.33333333,8.333333333,0,0,0,0,66.66666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,25,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Congress needs to send state governments billions of dollars to avoid an economic disaster,ReCOVery,TRUE,14,13,5.5,14.28571429,21.42857143,7.142857143,0,0,0,0,0,42.85714286,14.28571429,0,0,0,0,7.142857143,21.42857143,7.142857143,0,0,7.142857143,0,0,0,0,0,0,0,7.142857143,0,0,7.142857143,0,0,0,0,0,0,14.28571429,0,0,28.57142858,71.42857144
New Focus on Renin-Angiotensin System Role in COVID-19,CoAID,TRUE,8,8,5.875,0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,75
Finding the Right Balance in COVID-19 Thromboprophylaxis,CoAID,TRUE,7,7,7.142857143,0,0,42.85714286,0,0,0,0,0,42.85714286,0,0,14.28571429,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,28.57142858,71.42857144
20 US cities with great jobs and smaller crowds that could bounce back quickly after the coronavirus pandemic,ReCOVery,TRUE,18,18,5.111111111,16.66666667,11.11111111,0,0,0,0,0,0,27.77777778,5.555555556,0,0,0,0,0,5.555555556,11.11111111,5.555555556,0,16.66666667,5.555555556,0,0,0,5.555555556,5.555555556,5.555555556,5.555555556,0,0,11.11111111,0,5.555555556,0,0,5.555555556,0,0,0,5.555555556,44.44444445,55.55555556
Google launches coronavirus news hub to keep reliable ...,COVID Fake News Dataset,TRUE,9,9,5.444444444,33.33333333,0,11.11111111,0,0,0,0,0,44.44444444,11.11111111,0,0,0,0,11.11111111,22.22222222,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,77.77777777
Coronavirus Global Response: Access to COVID-19 Tools-Accelerator Facilitation Council holds inaugural meeting,CoAID,TRUE,12,12,8.25,16.66666667,0,58.33333333,0,0,0,0,0,75,0,0,0,0,0,8.333333333,8.333333333,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,8.333333333,91.66666667
Pandemic Drove Spike in Panic Attacks,CoAID,TRUE,6,6,5.333333333,0,16.66666667,66.66666667,0,0,0,0,0,83.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333334
FDA OKs Ventilator Sharing,CoAID,TRUE,4,4,5.75,0,0,75,0,0,0,0,0,75,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Greece registers 262 new coronavirus cases, highest daily tally",COVID Fake News Dataset,TRUE,9,9,6.333333333,11.11111111,22.22222222,11.11111111,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,11.11111111,0,11.11111111,22.22222222,22.22222222,0,0,0,22.22222222,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,88.88888888
SARS-CoV-2: Study confirms previous incubation period estimates,CoAID,TRUE,7,7,8.142857143,57.14285714,14.28571429,0,0,0,0,0,0,71.42857143,0,0,0,0,0,14.28571429,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Uptown hospital successfully treats coronavirus patient with blood plasma from someone who recovered from the sickness,ReCOVery,TRUE,16,15,6.4375,37.5,0,6.25,0,0,0,6.25,0,50,0,6.25,0,0,0,6.25,12.5,6.25,0,0,6.25,6.25,0,0,0,6.25,0,0,6.25,0,0,18.75,0,0,0,0,0,0,0,0,0,25,75
Don't Ignore Signs of Heart Attack During COVID-19,CoAID,TRUE,8,8,5.375,0,0,62.5,0,0,0,0,0,62.5,0,0,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,87.5
"These 7 economic signals flashed red this week, showing the continued damage being inflicted by coronavirus",ReCOVery,TRUE,16,16,5.875,18.75,6.25,0,0,0,0,0,0,25,0,6.25,12.5,6.25,0,0,25,18.75,0,0,18.75,0,0,0,0,0,0,6.25,18.75,0,0,6.25,0,0,0,0,0,0,0,0,0,31.25,68.75
Delta Adds 100s to No-Fly List for Mask Refusal,CoAID,TRUE,9,9,4.333333333,0,0,55.55555556,0,0,0,0,0,55.55555556,0,0,0,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,11.11111111,0,0,0,0,0,0,11.11111111,0,0,33.33333333,66.66666667
Chicago outdoors and coronavirus: Chicago harbors and North Point Marina stay closed; other updates,ReCOVery,TRUE,14,12,6.142857143,14.28571429,21.42857143,35.71428571,0,0,0,0,0,71.42857143,0,7.142857143,0,0,0,0,7.142857143,7.142857143,0,0,7.142857143,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
Image of police punishing people in Indian state of Assam for violating the curfew.,COVID Fake News Dataset,TRUE,14,13,5,21.42857143,14.28571429,7.142857143,0,0,0,0,0,42.85714286,0,0,14.28571429,0,0,0,14.28571429,7.142857143,0,0,7.142857143,0,0,0,0,0,0,0,7.142857143,0,0,28.57142857,0,0,0,0,0,0,0,0,0,35.71428571,64.2857143
Mayor Lightfoot and Gov. Pritzker announce Arts for Illinois relief initiative,ReCOVery,TRUE,11,11,6.181818182,27.27272727,9.090909091,45.45454545,0,0,0,0,0,81.81818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,18.18181818,81.81818181
ECOSOC Informal Briefing on 'Joining Forces: Effective Policy Solutions for Covid-19 Response',CoAID,TRUE,12,12,6.916666667,0,8.333333333,58.33333333,0,0,0,0,0,66.66666666,0,0,8.333333333,0,0,0,8.333333333,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,8.333333333,0,0,0,0,0,25,83.33333333
3% Drop in Daily COVID-19 Cases Over 7 Days,CoAID,TRUE,9,9,3.888888889,11.11111111,11.11111111,44.44444444,0,0,0,0,0,66.66666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,44.44444444,66.66666666
COVID-19: FDA grant remdesivir emergency use after,CoAID,TRUE,7,7,6.285714286,71.42857143,0,14.28571429,0,0,0,0,0,85.71428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428572
Factbox: New measures being put in place for air travel differ by country,ReCOVery,TRUE,13,13,4.692307692,38.46153846,15.38461538,7.692307692,0,0,0,0,0,61.53846153,0,0,7.692307692,7.692307692,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,0,0,0,0,0,0,0,23.07692308,76.92307692
Elastomeric Respirators: Strategies During Conventional and Surge Demand Situations,CoAID,TRUE,9,9,8.333333333,0,22.22222222,44.44444444,0,0,0,0,0,66.66666666,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,0,0,0,11.11111111,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,22.22222222,77.77777777
WHO welcomes a contribution of US$ 90 million from The Kingdom of Saudi Arabia to support its COVID-19 global response,CoAID,TRUE,20,19,4.95,10,0,25,0,0,5,5,0,45,5,0,0,0,0,5,10,5,0,0,5,0,0,0,0,0,0,10,10,0,0,15,0,0,0,0,0,0,5,0,0,40,60
"COVID-19 Will Likely Change Docs' Incentive Targets, Bonuses",CoAID,TRUE,8,8,6.875,12.5,25,62.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,100
WHO says Rwanda and NZ are fighting COVID-19 the right way [UPDATE],COVID Fake News Dataset,TRUE,12,12,4.666666667,16.66666667,0,33.33333333,0,0,0,8.333333333,0,58.33333333,0,0,8.333333333,0,8.333333333,8.333333333,25,16.66666667,0,0,16.66666667,0,0,0,0,0,8.333333333,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,100
